Restaurant Name,Full Address,City,Michelin Rating,Price Range Text,Cuisine Type,URL,Latitude,Longitude,Review,Award
Sam's Riverside,"1 Crisp Walk, Hammersmith, London, W6 9DN, GBR",London,The Plate Michelin,A moderate spend,Modern British,https://guide.michelin.com/en/greater-london/london/restaurant/sam-s-riverside,51.4879346,-0.2279421,"{'@type': 'Review', 'datePublished': '2025-02-10T02:32', 'name': ""Sam's Riverside"", 'description': ""Experienced restaurateur Sam Harrison is behind this modern riverside brasserie beside Hammersmith Bridge. It's an enduringly popular place and you can see why from the appealing, pleasingly ..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Little Social,"5 Pollen Street, Mayfair, London, W1S 1NE, GBR",London,The Plate Michelin,A moderate spend,Modern British,https://guide.michelin.com/en/greater-london/london/restaurant/no-5-social,51.5136076,-0.1422522,"{'@type': 'Review', 'datePublished': '2025-02-10T02:32', 'name': 'Little Social', 'description': 'Little Social has a clubby, comforting feel and a smart, stylish look, with on-trend copper, dark wood, and duck egg blue upholstery ensuring it fits in perfectly with its Mayfair surroundings. ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Jolene,"21  Newington Green, Islington, London, N16 9PU, GBR",London,The Plate Michelin,A moderate spend,Mediterranean Cuisine,https://guide.michelin.com/en/greater-london/london/restaurant/jolene,51.5511292,-0.0845716,"{'@type': 'Review', 'datePublished': '2025-02-10T02:31', 'name': 'Jolene', 'description': ""Jolene is the sort of place that we'd all love to have at the end of our street. It's a bakery first and foremost, selling wonderful pastries, biscuits and cakes ? as well as delicious bread from ..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Imperial Treasure,"9 Waterloo Place, St James¡¯s, London, SW1Y 4BE, GBR",London,The Plate Michelin,Spare no expense,Chinese,https://guide.michelin.com/en/greater-london/london/restaurant/imperial-treasure,51.5079066,-0.1329154,"{'@type': 'Review', 'datePublished': '2025-02-10T02:31', 'name': 'Imperial Treasure', 'description': 'The first London outpost of this globally renowned group is housed in an imposing former bank, which provides a luxurious backdrop for the traditional, mostly Cantonese cooking. White leather, ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
104 Restaurant,"104 Chepstow Road, Notting Hill, London, W2 5QS, GBR",London,The Plate Michelin,Spare no expense,Modern Cuisine,https://guide.michelin.com/en/greater-london/london/restaurant/restaurant-104,51.5187999,-0.1961301,"{'@type': 'Review', 'datePublished': '2025-02-10T02:31', 'name': '104 Restaurant', 'description': 'It might only have six tables but the cosy 104 certainly proves that great things can come in small packages. The chef-owner works alone preparing both a tasting menu and an ? la carte of ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Arros QD,"64 Eastcastle Street, Fitzrovia, London, W1W 8NQ, GBR",London,The Plate Michelin,Special occasion,Mediterranean Cuisine,https://guide.michelin.com/en/greater-london/london/restaurant/arros-qd,51.5167086,-0.1371011,"{'@type': 'Review', 'datePublished': '2025-02-10T02:31', 'name': 'Arros QD', 'description': 'Rice, and lots of it, is what you can expect to find at this huge, strikingly decorated restaurant from the mind of Spanish Chef Quique Dacosta. Specifically, the menu offers an array of takes on ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
yeni,"55 Beak Street, Soho, London, W1F 9SH, GBR",London,The Plate Michelin,Spare no expense,Turkish,https://guide.michelin.com/en/greater-london/london/restaurant/yeni,51.5126451,-0.1370888,"{'@type': 'Review', 'datePublished': '2025-02-10T02:31', 'name': 'yeni', 'description': 'Anatolian-inspired cooking from experienced chef-owner Civan Er, who made his name at acclaimed sister restaurant Yeni Lokanta in his home city of Istanbul. Daily changing menu of vibrant, gutsy, ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Lucky Cat by Gordon Ramsay,"10 Grosvenor Square, Mayfair, London, W1K 6JP, GBR",London,The Plate Michelin,Special occasion,Asian,https://guide.michelin.com/en/greater-london/london/restaurant/lucky-cat-by-gordon-ramsay,51.5122773,-0.1516034,"{'@type': 'Review', 'datePublished': '2025-02-10T02:31', 'name': 'Lucky Cat by Gordon Ramsay', 'description': ""Gordon Ramsay¡¯s foray into Asian culture is a moody, masculine space in the former Maze, with a chef's table, a striking bar, a banging soundtrack and a fun feel. Accomplished Japanese and Chinese..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Llama Inn,"1 Willow St London EC2A 4BH, London, EC2A, GBR",London,The Plate Michelin,A moderate spend,Peruvian,https://guide.michelin.com/en/greater-london/london/restaurant/llama-inn-1215127,51.5253758,-0.0837331,"{'@type': 'Review', 'datePublished': '2025-02-10T02:31', 'name': 'Llama Inn', 'description': 'Look for the bright yellow door, then take the lift to the seventh floor and you¡¯ll find this colourful Peruvian restaurant, sister to the Manhattan original. The long, narrow room is bright and ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Whyte's,"Unit 3, 143 Mare Street, Hackney, London, E8 3RH, GBR",London,The Plate Michelin,Special occasion,World Cuisine,https://guide.michelin.com/en/greater-london/london/restaurant/whyte-s,51.5392555,-0.0568599,"{'@type': 'Review', 'datePublished': '2025-02-10T02:31', 'name': ""Whyte's"", 'description': ""With a reputation forged in pop-ups and supper clubs, the self-styled rock ¡®n¡¯ roll chef known as 'Whyte Rushen' has success on his hands with his first permanent restaurant, which he opened here ..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Bistrot at Wild Honey,"8 Pall Mall, St James¡¯s, London, SW1Y 5NG, GBR",London,The Plate Michelin,A moderate spend,Modern British,https://guide.michelin.com/en/greater-london/london/restaurant/bistrot-at-wild-honey,51.5074689,-0.1322075,"{'@type': 'Review', 'datePublished': '2025-02-10T02:31', 'name': 'Bistrot at Wild Honey', 'description': 'Occupying the ground floor of a Grade II listed former banking hall inside the Sofitel hotel, this restaurant aims to provide a more relaxed and keenly priced alternative to the adjoining Wild ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Nanyang Blossom,"12 Knightsbridge Green, Knightsbridge, London, SW1X 7QL, GBR",London,The Plate Michelin,Special occasion,South East Asian,https://guide.michelin.com/en/greater-london/london/restaurant/nanyang-blossom,51.5013484,-0.1624709,"{'@type': 'Review', 'datePublished': '2025-02-10T02:31', 'name': 'Nanyang Blossom', 'description': 'The Nanyang region encompasses parts of both China and Southeast Asia, so you can expect influences from a variety of countries at this understatedly chic restaurant hidden down a narrow ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Pollini at Ladbroke Hall,"79 Barlby Road, Notting Hill, London, W10 6AZ, GBR",London,The Plate Michelin,Special occasion,Italian,https://guide.michelin.com/en/greater-london/london/restaurant/pollini-at-ladbroke-hall,51.5232079,-0.2201775,"{'@type': 'Review', 'datePublished': '2025-02-10T02:31', 'name': 'Pollini at Ladbroke Hall', 'description': 'The former head office of car manufacturer The Rootes Group is perhaps not where you¡¯d expect to find an Italian restaurant, but Ladbroke Hall is no ordinary venue. Located at the top of Ladbroke ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
The Pem,"22-28 Broadway, Whitehall, London, SW1H 0BH, GBR",London,The Plate Michelin,Special occasion,Modern British,https://guide.michelin.com/en/greater-london/london/restaurant/the-pem,51.4995386,-0.1328053,"{'@type': 'Review', 'datePublished': '2025-02-10T02:30', 'name': 'The Pem', 'description': ""Set in the elegant surroundings of the Conrad London St. James Hotel, The Pem is named after suffragette Emily Wilding Davison's nickname. The cooking is largely British in inspiration, using ..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Caf? Spice Namast?,"1-2 Lower Dock Walk, Royal Albert Dock, London, E16 2GT, GBR",London,The Plate Michelin,On a budget,Indian,https://guide.michelin.com/en/greater-london/london/restaurant/cafe-spice-namaste-1195702,51.5055435,0.0748988,"{'@type': 'Review', 'datePublished': '2025-02-10T02:30', 'name': 'Caf? Spice Namast?', 'description': 'Chef-Owner Cyrus Todiwala is fast approaching national treasure status, while his charming wife Pervin is a welcoming and delightful presence in their colourfully decorated restaurant. Unless you¡¯...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
The Fuji Grill,"115 Sloane Street, Belgravia, London, SW1X 9PJ, GBR",London,The Plate Michelin,Spare no expense,Japanese,https://guide.michelin.com/en/greater-london/london/restaurant/the-fuji-grill,51.4947198,-0.1584907,"{'@type': 'Review', 'datePublished': '2025-02-10T02:30', 'name': 'The Fuji Grill', 'description': 'The discreetly stylish Beaverbrook Town House is home to this warm, elegant restaurant that¡¯s something of a hidden gem. The framed Japanese prints on the walls and lacquered furniture help make ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Bar des Pr?s - Mayfair,"16 Albemarle Street, Mayfair, London, W1S 4HW, GBR",London,The Plate Michelin,Spare no expense,Asian,https://guide.michelin.com/en/greater-london/london/restaurant/bar-des-pres,51.5095881,-0.1422697,"{'@type': 'Review', 'datePublished': '2025-02-10T02:30', 'name': 'Bar des Pr?s - Mayfair', 'description': 'From the Mayfair postcode to the impressive marble counter, there is a luxury feel to this first international venture from French celebrity chef Cyril Lignac. Sharing a name with its pre-cursor ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Claude Bosi's Oyster Bar,"Michelin House, 81 Fulham Road, Chelsea, London, SW3 6RD, GBR",London,The Plate Michelin,Special occasion,Seafood,https://guide.michelin.com/en/greater-london/london/restaurant/claude-bosi-s-oyster-bar,51.4933119,-0.1689085,"{'@type': 'Review', 'datePublished': '2025-02-10T02:30', 'name': ""Claude Bosi's Oyster Bar"", 'description': ""What was once the garage forecourt of the stunning Michelin House is home to this reinvigorated neighbourhood restaurant with a bistro-like vibe. It's run under the auspices of Chef Claude Bosi, ..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Amaz?nico,"10 Berkeley Square, Mayfair, London, W1J 6BR, GBR",London,The Plate Michelin,Special occasion,South American,https://guide.michelin.com/en/greater-london/london/restaurant/amazonico,51.5097693,-0.144974,"{'@type': 'Review', 'datePublished': '2025-02-10T02:30', 'name': 'Amaz?nico', 'description': 'There is a tremendous sense of flair to this sexy, stylish restaurant with a party atmosphere. The glowing, flaming grills are an immediate eye-catcher, as is the jungle-inspired d?cor that ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Savoy Grill,"Strand, London, WC2R 0EU, GBR",London,The Plate Michelin,Special occasion,French,https://guide.michelin.com/en/greater-london/london/restaurant/savoy-grill,51.5103135,-0.1207042,"{'@type': 'Review', 'datePublished': '2025-02-10T02:30', 'name': 'Savoy Grill', 'description': ""There's something undeniably decadent about dining at this iconic restaurant. From the moment you enter via the hotel's beautiful lobby, the d?cor is elegant and opulent in equal measure with the ..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Cord by Le Cordon Bleu,"85 Fleet Street, City of London, London, EC4Y 1AE, GBR",London,The Plate Michelin,Special occasion,Modern Cuisine,https://guide.michelin.com/en/greater-london/london/restaurant/cord,51.5139356,-0.1058925,"{'@type': 'Review', 'datePublished': '2025-02-10T02:30', 'name': 'Cord by Le Cordon Bleu', 'description': 'Famous for their cookery schools, Le Cordon Bleu also operate restaurants, including this one in a Grade II listed building originally designed by Sir Edwin Lutyens for the Press Association. The ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Paradise,"61 Rupert Street, Soho, London, W1D 7PW, GBR",London,The Plate Michelin,Special occasion,Sri Lankan,https://guide.michelin.com/en/greater-london/london/restaurant/paradise,51.5122031,-0.1337855,"{'@type': 'Review', 'datePublished': '2025-02-10T02:29', 'name': 'Paradise', 'description': ""In the heart of Soho, you'll find this starkly modern Sri Lankan restaurant where the cooling greys of the intimate room provide a stylishly understated backdrop to the creative cuisine. There¡¯s a..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Decimo,"10 Argyle Street, King¡¯s Cross, London, WC1H 8EG, GBR",London,The Plate Michelin,A moderate spend,Spanish,https://guide.michelin.com/en/greater-london/london/restaurant/decimo,51.5296068,-0.1244107,"{'@type': 'Review', 'datePublished': '2025-02-10T02:29', 'name': 'Decimo', 'description': 'Cacti and succulents fill the room and a DJ adds to the buzz at this deliciously different 10th floor restaurant with commanding city views. Peter Sanchez-Iglesias blends the flavours of Spain and...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Bubala,"65 Commercial Street, Spitalfields, London, E1 6BD, GBR",London,The Plate Michelin,A moderate spend,Middle Eastern,https://guide.michelin.com/en/greater-london/london/restaurant/bubala,51.5179355,-0.0742101,"{'@type': 'Review', 'datePublished': '2025-02-10T02:29', 'name': 'Bubala', 'description': 'Start with a freshly cooked laffa flatbread and one of their delicious dips before feasting on Middle Eastern-inspired vegan and vegetarian sharing plates, which are elevated by their delicate ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Wild Tavern,"2 Elystan Street, Chelsea, London, SW3 3NS, GBR",London,The Plate Michelin,Special occasion,Italian,https://guide.michelin.com/en/greater-london/london/restaurant/wild-tavern,51.4906591,-0.165942,"{'@type': 'Review', 'datePublished': '2025-02-10T02:29', 'name': 'Wild Tavern', 'description': 'Set overlooking the tiny Chelsea Green, this homely neighbourhood restaurant has the enticing feel of a warm Tuscan trattoria, with its waxed wooden floors and terracotta hues. True to the ethos ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
